policy_id,title,department,category,security_domain,classification,risk_level,owner,effective_date,review_date,word_count,char_count,sha256,filepath,keywords
FIN-PRC-018,Procurement Policy,Finance,Procurement,Procurement,Internal,Medium,Procurement Team,2026-03-04,2027-03-04,247,2704,d828032eb48bf267e030045959aca895a55af59938877f6e12f5b8326de88943,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Finance\Procurement\FIN-PRC-018.txt,"audit, compliance, governance, policy, procurement, purchase, regulation, vendor"
FIN-PRC-019,Vendor Acquisition Policy,Finance,Procurement,Procurement,Internal,Medium,Procurement Team,2026-05-22,2027-05-22,249,2684,1121919105b087e785c6da373a793b684a57873136be31c115e7842c65ee0eed,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Finance\Procurement\FIN-PRC-019.txt,"audit, compliance, governance, policy, procurement, purchase, regulation, vendor"
FIN-PRC-020,Procurement Policy,Finance,Procurement,Procurement,Internal,Medium,Procurement Team,2026-03-11,2027-03-11,247,2713,d4a91013af03b757b9d82f30811d1e5a7f4296a16e6b2505a66c470c5075e9f4,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Finance\Procurement\FIN-PRC-020.txt,"audit, compliance, governance, policy, procurement, purchase, regulation, vendor"
FIN-PRC-021,Vendor Procurement Standard,Finance,Procurement,Procurement,Internal,Medium,Procurement Team,2026-02-15,2027-02-15,248,2698,3fe2b365588d55dc17eb0ea55b9ba3a9003cb3dbefdf17b2e2130f00746470c7,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Finance\Procurement\FIN-PRC-021.txt,"audit, compliance, governance, policy, procurement, purchase, regulation, vendor"
FIN-PRC-022,Purchase Approval Policy,Finance,Procurement,Procurement,Internal,Medium,Procurement Team,2026-03-21,2027-03-21,248,2697,9640ddf6fd025a9558f7fe6bb9c2ec3a38ce31d31fa21de960f43777331145ea,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Finance\Procurement\FIN-PRC-022.txt,"audit, compliance, governance, policy, procurement, purchase, regulation, vendor"
FIN-PRC-023,Procurement Governance Policy,Finance,Procurement,Procurement,Internal,Medium,Procurement Team,2026-03-16,2027-03-16,248,2704,cf07c4378378610d647e60db6e834a96226ca5faaa4760271f6338e838e0d92e,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Finance\Procurement\FIN-PRC-023.txt,"audit, compliance, governance, policy, procurement, purchase, regulation, vendor"
FIN-PRC-024,Corporate Purchasing Policy,Finance,Procurement,Procurement,Internal,Medium,Procurement Team,2026-06-01,2027-06-01,249,2710,9eb75fb03c9055f3aacee8b159841b0363367da2c28d16503ac02d35de403a1a,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Finance\Procurement\FIN-PRC-024.txt,"audit, compliance, governance, policy, procurement, purchase, regulation, vendor"
FIN-PRC-025,Corporate Purchasing Policy,Finance,Procurement,Procurement,Internal,Medium,Procurement Team,2026-01-02,2027-01-02,251,2712,d988ad13ace491b27dd527dacb5d93e937af5bd5b2b5eb7395e846b266676640,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Finance\Procurement\FIN-PRC-025.txt,"audit, compliance, governance, policy, procurement, purchase, regulation, vendor"
HR-BEN-001,Compensation and Benefits Standard,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-02-17,2027-02-17,260,2795,5aa641b9fa64dcd16ef4a02238cf0d0b98ce8020fe42e15c3fbb9afb03286841,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-001.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-002,Compensation and Benefits Standard,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-06-30,2027-06-30,260,2804,065a61afadbb67abf532f229a6aa68b88e5f5a96f6fa840af6d9765134306e16,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-002.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-003,Benefits Administration Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-02-01,2027-02-01,259,2786,ab7fe51988d8f908c613f3b11b77d1056237c137dfc3b96831a52642a96f4071,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-003.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-004,Employee Welfare Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-06-24,2027-06-24,259,2801,16ba28d58695a9a1c51656bc8171d7a1e003c4f4802cee489f234a560823792d,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-004.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-005,Benefits Administration Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-03-18,2027-03-18,262,2808,6521c6aa1e415d31a11c1791a7ec084f852c3c46e92373677f9cb229008f8e7b,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-005.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-006,Benefits Administration Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-02-21,2027-02-21,259,2792,b83a8f5d16b6951c9e2555f37da671f0d50977b6d82aa82d9c9e8073ddeffcd7,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-006.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-007,Employee Welfare Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-05-27,2027-05-27,261,2813,8a8b2b969368ce2f3a7a41eef1d93d16d9c3f76006c4b3c5f1b761589ec466bd,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-007.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-008,Employee Welfare Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-01-17,2027-01-17,259,2787,a38b5295b25e2fae7140472d47982832fb9710eeda13e6a6d5a60a95bacc54d4,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-008.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-009,Benefits Eligibility Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-04-15,2027-04-15,260,2803,a3c2c4f32837fc88f100df7bc3b708dd1fe6293e39aa9eee6c2a7b5549510283,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-009.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-010,Corporate Benefits Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-04-30,2027-04-30,260,2814,17266b2371300b55856713f9b031441873eb974c1ad4cff3d2b644822833bd56,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-010.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-011,Benefits Administration Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-05-31,2027-05-31,261,2817,ddd10c6cead4d8ebde6e394c475c4fe48ea542bcf9c9681762476256d01d4d97,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-011.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-012,Employee Welfare Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-02-09,2027-02-09,262,2797,d3f07323449622392e611dc8516005af5bcdcd6f64f709f365b2b307f6d55462,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-012.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-013,Employee Welfare Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-05-13,2027-05-13,258,2797,431eaa1d31f881d32b96debad779f35d66053cdec8ebc31db5045c6a2548b5d2,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-013.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-014,Corporate Benefits Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-02-02,2027-02-02,261,2806,875c9f6a4479d584fc9bca9e50054bd1c3fb398a9dd9bc178429d0ecb1159fcb,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-014.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-015,Benefits Eligibility Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-02-13,2027-02-13,262,2802,db64143a602c34a793a2ebe7a9cf225ab8df8e3ef2622b66ccc375b4a429a8c9,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-015.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-016,Benefits Eligibility Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-03-28,2027-03-28,262,2824,522de459486ddffec6af7ae6969a5b85eb260b6f3549b1407be1aa57d47602ac,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-016.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-017,Employee Welfare Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-05-28,2027-05-28,264,2821,897e092cb71edfde27728dd039b693ba8f38824012b97b906a91902baeda03d6,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-017.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-018,Compensation and Benefits Standard,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-01-08,2027-01-08,263,2831,1e4d931c3633ec4b7ce8eff9189597c6a3f20d76bc77e3edcaf4766438a058ba,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-018.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-019,Compensation and Benefits Standard,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-06-25,2027-06-25,259,2793,37ede8f3a845ebdeff4d554962b21395f637b630c1eafc4b797020a17106b27a,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-019.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-020,Compensation and Benefits Standard,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-04-23,2027-04-23,263,2813,ea8540a3c0d7fe93cdefb14b7526160e12cb968b55689723e1054f922a2ee79b,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-020.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-021,Corporate Benefits Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-03-22,2027-03-22,258,2800,b1ed93ef11ce62bd8a17cc40b1a194b1902690a00d9f31a87ebf47a16da9d917,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-021.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-022,Benefits Eligibility Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-05-12,2027-05-12,256,2782,81dec98061febe0dd48ac5097e01399c26954a20053ea10621e49700bc29dff8,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-022.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-023,Benefits Administration Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-04-26,2027-04-26,258,2792,01e5a9cdd19fcdb1afaa34e83c74c50d27c609e9455cd785128a96f593ccb861,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-023.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-024,Benefits Administration Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-04-18,2027-04-18,262,2800,92b933d4e244896a714b6e55b2fb47b14933f713695d6df5c7ad8568f3f5da64,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-024.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-BEN-025,Benefits Administration Policy,Human Resources,Employee_Benefits,Employee Benefits,Internal,Low,Benefits Administration Team,2026-02-18,2027-02-18,260,2808,a11cd4065998915195d07d7bdcbe3a70e6e3ed5fe357e1d51327e5282fa62fc6,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Benefits\HR-BEN-025.txt,"HR, attendance, benefits, employee, human resources, insurance, leave, performance, records, recruitment, retirement, training, wellness"
HR-CON-001,Employee Code of Conduct,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-06-29,2027-06-29,256,2749,22f78c4bc9e4b9cd85c275371a47ec341418f09927714240142e0e1011b3c8bf,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-001.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-002,Professional Ethics Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-04-16,2027-04-16,254,2747,2890ee282503be8f1cd6fe981ad93ed095f879b6447c21070b849f6c3bf79973,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-002.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-003,Workplace Integrity Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-03-22,2027-03-22,253,2753,32661dbe730e60832eccab01df8d7ff90056c2743d33ae679f6440245b51376c,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-003.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-004,Employee Code of Conduct,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-01-22,2027-01-22,257,2745,63ef3e482d17068b660e0dc103cbbc20b1966ec75f2ded17eabb064c8198957c,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-004.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-005,Corporate Ethics Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-05-31,2027-05-31,256,2736,a79e54e01ea6d15480c9969e90e9f2bfcb4644e056ffc20b2b5cb5a444fbb040,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-005.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-006,Professional Ethics Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-01-14,2027-01-14,258,2766,ebbcfbd01ffdd933acd4e1d9bbffe819f90a56dfd219daaaff91a6b8e42c0de9,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-006.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-007,Workplace Integrity Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-02-09,2027-02-09,255,2741,2f2489da3d38aca3509f088f6def1414306113549cf0f8715d5ac4130fa1c4b4,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-007.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-008,Professional Ethics Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-01-30,2027-01-30,257,2753,f1081207bd4b13996ba52f374636223c66010cbd1e3c98610e62e19f615f4fea,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-008.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-009,Workplace Integrity Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-06-05,2027-06-05,256,2743,d7a75b2441614a81355ab913e300982b8658e042daf5b257ecf0a44ef0011f16,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-009.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-010,Employee Code of Conduct,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-03-31,2027-03-31,253,2727,821a75da510aa8021aba27dded43a97500fa086ab68bf12045ea9340239a5560,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-010.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-011,Employee Code of Conduct,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-06-12,2027-06-12,254,2739,3de84012c7d1074f0ef35f45dc837e6b6c44d12d35bff45d4f7faf0bd541d223,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-011.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-012,Professional Ethics Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-04-27,2027-04-27,256,2751,e384cd81dac5841dee2156b5067f5711e5e04238659dae7aed1e7355918d36ff,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-012.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-013,Workplace Conduct Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-02-09,2027-02-09,255,2747,21fbfa8c21d47fec6ba556188e1597c95b7a49220be2c319a25474c45ce6a009,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-013.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-014,Corporate Ethics Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-05-05,2027-05-05,254,2733,67bef824f6c309e9ed18e84063de154f6f464feae4b70b296d33ac1ff47734c9,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-014.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-015,Employee Behaviour Standard,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-03-30,2027-03-30,255,2742,c51d6f9903fbeff5f75598d1fcd425f80008c1ade4a955cc11b209b9c9031704,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-015.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-016,Workplace Conduct Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-01-12,2027-01-12,257,2751,09b0591e3b78490cf1f4dc67cd6d31a8a1e7ed1e5c8177dd281ff19fcbaf2cf8,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-016.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-017,Workplace Conduct Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-02-24,2027-02-24,258,2744,ac9f847495548c3711fd30547deda17d57e77444b34e628754406cd5d17530e1,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-017.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-018,Workplace Conduct Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-04-21,2027-04-21,256,2744,72748503ebe9bc6019ffef712c613077973690fc26fbb5a8ad2c6ec6bf2879be,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-018.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-019,Employee Behaviour Standard,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-01-19,2027-01-19,256,2753,f0d3a22464a8f4bd9e9c7a1f6316cd1081ae8a3d794d235f1e0d8be696eb7d88,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-019.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-020,Employee Behaviour Standard,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-05-28,2027-05-28,257,2765,131e80f07c0e810b2bf94fa7b9ff1a2e2a3ea1a5d80f68e9de5aea262f2251ac,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-020.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-021,Professional Ethics Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-01-06,2027-01-06,253,2745,c857881cfb03ba69ba09710cada0450024958ac15d38c35a44f364a1a06aba1e,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-021.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-022,Employee Code of Conduct,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-04-22,2027-04-22,256,2765,c8d2e643658b4491953c0f35686654efccf4fb9d6e904f63ec5b19bd06783c23,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-022.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-023,Professional Ethics Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-04-12,2027-04-12,256,2755,b520c62fc9e667cbdc4116f8b980e91b9df309c2e2ec6761b9236b2e6f636af7,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-023.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-024,Corporate Ethics Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-05-16,2027-05-16,251,2710,f2d1c044b7fa518da3aac8463b89fe16154576492cc7eef039ed2818d449f557,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-024.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-CON-025,Workplace Conduct Policy,Human Resources,Employee_Conduct,Employee Conduct,Internal,Medium,HR Compliance,2026-01-27,2027-01-27,252,2745,ead446d46e02be1cc1bda1c1b73ba6ef866b8ec034be8876804020a7a3c92e2a,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Employee_Conduct\HR-CON-025.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-LVE-001,Leave Governance Standard,Human Resources,Leave_Management,Leave Management,Internal,Low,HR Operations,2026-06-05,2027-06-05,257,2742,f2579d0d44f205d981791d945a67867fd66c11ea9ae462bf53ca624a44ca70c6,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Leave_Management\HR-LVE-001.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-LVE-002,Employee Leave Policy,Human Resources,Leave_Management,Leave Management,Internal,Low,HR Operations,2026-06-12,2027-06-12,255,2741,3ab990b205d4a30092bca72ace4faa670940c4ea70581f815faa135b19dc9f37,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Leave_Management\HR-LVE-002.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-LVE-003,Leave Management Policy,Human Resources,Leave_Management,Leave Management,Internal,Low,HR Operations,2026-04-23,2027-04-23,255,2738,761e8471805db8c4e0d7f46cb51177ddc76de3775282cd22f27870bed3d4a18c,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Leave_Management\HR-LVE-003.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-LVE-004,Employee Leave Policy,Human Resources,Leave_Management,Leave Management,Internal,Low,HR Operations,2026-04-17,2027-04-17,253,2739,839f7738b845c4bac3dadd69297928820ac6277deddada4430208344458d8417,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Leave_Management\HR-LVE-004.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-LVE-005,Annual Leave Standard,Human Resources,Leave_Management,Leave Management,Internal,Low,HR Operations,2026-02-12,2027-02-12,256,2763,6017210c07a2f22b074de3df9a6c4a2e51c6396e04f636de8ac33ed2ed8de219,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Leave_Management\HR-LVE-005.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-LVE-006,Employee Leave Policy,Human Resources,Leave_Management,Leave Management,Internal,Low,HR Operations,2026-01-20,2027-01-20,254,2744,cd1a7cb64f1742d6cbeafddb433735feeea2873d05c6ba45374a26516ba42182,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Leave_Management\HR-LVE-006.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
HR-LVE-007,Leave Management Policy,Human Resources,Leave_Management,Leave Management,Internal,Low,HR Operations,2026-04-12,2027-04-12,255,2746,dfb81fac07b676ed013ba49f4d33c5831a22fa9b6cdb82ef19e12349fee2d4fd,V:\Resume Projects\knowledge-firewall-ai\data\enterprise\Human_Resources\Leave_Management\HR-LVE-007.txt,"HR, attendance, benefits, employee, human resources, leave, performance, records, recruitment, training"
